"l","l'",Value
"Shenyang","Rio-de-Janeiro","0.00283707"
"Shenyang","Chengdu","0.0229862"
"Shenyang","Baoding","0.0626782"
"Shenyang","Chennai","0.00945481"
"Shenyang","Lahore","0.0110875"
"Shenyang","London","0.00599022"
"Shenyang","Paris","0.00591341"
"Shenyang","Tianjin","0.0765469"
"Shenyang","Linyi","0.0543249"
"Shenyang","Shijiazhuang","0.0545122"
"Shenyang","Zhengzhou","0.0414246"
"Shenyang","Nanyang","0.035192"
"Shenyang","Hyderabad","0.00981195"
"Shenyang","Wuhan","0.0324551"
"Shenyang","Handan","0.0494314"
"Shenyang","Nagoya","0.0347484"
"Shenyang","Weifang","0.0687715"
"Shenyang","Lima","0.00308493"
"Shenyang","Zhoukou","0.040258"
"Shenyang","Luanda","0.00403846"
"Shenyang","Ganzhou","0.025134"
"Shenyang","Tongshan","0.0476006"
"Shenyang","Kuala-Lumpur","0.0102828"
"Shenyang","Chicago","0.00487603"
"Shenyang","Heze","0.0472723"
"Shenyang","Chongqing","0.0239182"
"Shenyang","Hanoi","0.0173153"
"Shenyang","Fuyang","0.0401124"
"Shenyang","Changsha","0.0272569"
"Shenyang","Dongguan","0.0215419"
"Shenyang","Jining","0.0511274"
"Shenyang","Jinan","0.0591095"
"Shenyang","Pune","0.00929553"
"Shenyang","Foshan","0.0213016"
"Shenyang","Bogota","0.0034228"
"Shenyang","Ahmedabad","0.00966863"
"Shenyang","Nanjing","0.0413063"
"Shenyang","Changchun","0.154185"
"Shenyang","Tangshan","0.0902168"
"Shenyang","Cangzhou","0.0683323"
"Shenyang","Dar-es-Salaam","0.00496075"
"Shenyang","Hefei","0.0389919"
"Shenyang","Hong-Kong","0.0209831"
"Shenyang","Shaoyang","0.0249951"
"Shenyang","Zhanjiang","0.0188981"
"Shenyang","Shangqiu","0.0448452"
"Shenyang","Nantong","0.0429191"
"Shenyang","Yancheng","0.0485955"
"Shenyang","Nanning","0.0193387"
"Shenyang","Hengyang","0.025257"
"Shenyang","Zhumadian","0.037481"
"Shenyang","Xingtai","0.0509639"
"Shenyang","Xi'an","0.0318437"
"Shenyang","Santiago","0.00270004"
"Shenyang","Yantai","0.0871909"
"Shenyang","Riyadh","0.00694483"
"Shenyang","Luoyang","0.0386093"
"Shenyang","Kunming","0.0184224"
"Shenyang","Shangrao","0.0309457"
"Shenyang","Hangzhou","0.0365648"
"Shenyang","Bijie","0.0212243"
"Shenyang","Quanzhou","0.0252494"
"Shenyang","Miami","0.00410976"
"Shenyang","Wuxi","0.0409143"
"Shenyang","Huanggang","0.0327676"
"Shenyang","Maoming","0.0194067"
"Shenyang","Nanchong","0.0247303"
"Shenyang","Zunyi","0.0225559"
"Shenyang","Qujing","0.0192068"
"Shenyang","Baghdad","0.00732037"
"Shenyang","Xinyang","0.0355101"
"Xingtai","Tokyo","0.021612"
"Xingtai","Jakarta","0.0101471"
"Xingtai","Delhi","0.013781"
"Xingtai","Manila","0.0190129"
"Xingtai","Sao-Paulo","0.00282198"
"Xingtai","Seoul","0.0432036"
"Xingtai","Mumbai","0.0109934"
"Xingtai","Shanghai","0.0516305"
"Xingtai","Mexico-City","0.00388731"
"Xingtai","Guangzhou","0.0311701"
"Xingtai","Cairo","0.00661997"
"Xingtai","Beijing","0.122677"
"Xingtai","New-York","0.00439512"
"Xingtai","Kolkata","0.0165318"
"Xingtai","Moscow","0.00839621"
"Xingtai","Bangkok","0.0167263"
"Xingtai","Dhaka","0.0179725"
"Xingtai","Buenos-Aires","0.00258192"
"Xingtai","Osaka","0.0255984"
"Xingtai","Lagos","0.00436536"
"Xingtai","Istanbul","0.00700622"
"Xingtai","Karachi","0.0105864"
"Xingtai","Kinshasa","0.00448022"
"Xingtai","Shenzhen","0.0300072"
"Xingtai","Bangalore","0.0109081"
"Xingtai","Ho-Chi-Minh-City","0.0162726"
"Xingtai","Tehran","0.0089466"
"Xingtai","Los-Angeles","0.00478742"
"Xingtai","Rio-de-Janeiro","0.00287164"
"Xingtai","Chengdu","0.0401534"
"Xingtai","Baoding","0.185909"
"Xingtai","Chennai","0.0114544"
"Xingtai","Lahore","0.0133015"
"Xingtai","London","0.00598879"
"Xingtai","Paris","0.00594742"
"Xingtai","Tianjin","0.130707"
"Xingtai","Linyi","0.10801"
"Xingtai","Shijiazhuang","0.31526"
"Xingtai","Zhengzhou","0.157307"
"Xingtai","Nanyang","0.0933375"
"Xingtai","Hyderabad","0.0119271"
"Xingtai","Wuhan","0.064884"
"Xingtai","Handan","0.497357"
"Xingtai","Nagoya","0.0240987"
"Xingtai","Weifang","0.107976"
"Xingtai","Lima","0.00293141"
"Xingtai","Zhoukou","0.115498"
"Xingtai","Luanda","0.00429439"
"Xingtai","Ganzhou","0.0384552"
"Xingtai","Tongshan","0.111984"
"Xingtai","Kuala-Lumpur","0.0123723"
"Xingtai","Chicago","0.00454237"
"Xingtai","Heze","0.184378"
"Xingtai","Chongqing","0.042894"
"Xingtai","Hanoi","0.0247649"
"Xingtai","Fuyang","0.0945309"
"Xingtai","Changsha","0.0478031"
"Xingtai","Dongguan","0.0310496"
"Xingtai","Jining","0.159431"
"Xingtai","Jinan","0.180195"
"Xingtai","Pune","0.0111095"
"Xingtai","Foshan","0.0309346"
"Xingtai","Bogota","0.00325804"
"Xingtai","Ahmedabad","0.0115395"
"Xingtai","Nanjing","0.0682973"
"Xingtai","Changchun","0.0405991"
"Xingtai","Tangshan","0.104085"
"Xingtai","Cangzhou","0.166746"
"Xingtai","Dar-es-Salaam","0.0054232"
"Xingtai","Hefei","0.0732117"
"Xingtai","Hong-Kong","0.0295619"
"Xingtai","Shaoyang","0.0424383"
"Xingtai","Zhanjiang","0.0269133"
"Xingtai","Shangqiu","0.138121"
"Xingtai","Nantong","0.0578189"
"Xingtai","Yancheng","0.0708009"
"Xingtai","Nanning","0.0287255"
"Xingtai","Hengyang","0.0418539"
"Xingtai","Zhumadian","0.098722"
"Xingtai","Shenyang","0.0509639"
"Xingtai","Xi'an","0.0778925"
"Xingtai","Santiago","0.00257081"
"Xingtai","Yantai","0.0766588"
"Xingtai","Riyadh","0.00765683"
"Xingtai","Luoyang","0.133245"
"Xingtai","Kunming","0.0279078"
"Xingtai","Shangrao","0.0470511"
"Xingtai","Hangzhou","0.0514104"
"Xingtai","Bijie","0.0348088"
"Xingtai","Quanzhou","0.0343296"
"Xingtai","Miami","0.0038731"
"Xingtai","Wuxi","0.0580673"
"Xingtai","Huanggang","0.0635664"
"Xingtai","Maoming","0.0278272"
"Xingtai","Nanchong","0.0458238"
"Xingtai","Zunyi","0.0382298"
"Xingtai","Qujing","0.0296837"
"Xingtai","Baghdad","0.00796074"
"Xingtai","Xinyang","0.083262"
"Xi'an","Tokyo","0.0175075"
"Xi'an","Jakarta","0.0109733"
"Xi'an","Delhi","0.0160987"
"Xi'an","Manila","0.019602"
"Xi'an","Sao-Paulo","0.0028716"
"Xi'an","Seoul","0.0291216"
"Xi'an","Mumbai","0.0125632"
"Xi'an","Shanghai","0.0392407"
"Xi'an","Mexico-City","0.003732"
"Xi'an","Guangzhou","0.0367917"
"Xi'an","Cairo","0.00695196"
"Xi'an","Beijing","0.0518726"
"Xi'an","New-York","0.00426447"
"Xi'an","Kolkata","0.0205345"
"Xi'an","Moscow","0.00856151"
"Xi'an","Bangkok","0.020141"
"Xi'an","Dhaka","0.0228109"
"Xi'an","Buenos-Aires","0.00264566"
"Xi'an","Osaka","0.0201859"
"Xi'an","Lagos","0.0045221"
"Xi'an","Istanbul","0.007268"
"Xi'an","Karachi","0.011895"
"Xi'an","Kinshasa","0.00469142"
"Xi'an","Shenzhen","0.0345324"
"Xi'an","Bangalore","0.0125213"
"Xi'an","Ho-Chi-Minh-City","0.0187429"
"Xi'an","Tehran","0.00959312"
"Xi'an","Los-Angeles","0.00454338"
"Xi'an","Rio-de-Janeiro","0.00292817"
"Xi'an","Chengdu","0.076284"
"Xi'an","Baoding","0.0603135"
"Xi'an","Chennai","0.013251"
"Xi'an","Lahore","0.0152688"
"Xi'an","London","0.00602702"
"Xi'an","Paris","0.00600859"
"Xi'an","Tianjin","0.0516907"
"Xi'an","Linyi","0.0544802"
"Xi'an","Shijiazhuang","0.0708855"
"Xi'an","Zhengzhou","0.102156"
"Xi'an","Nanyang","0.120671"
"Xi'an","Hyderabad","0.0138626"
"Xi'an","Wuhan","0.0713979"
"Xi'an","Handan","0.0807212"
"Xi'an","Nagoya","0.0191843"
"Xi'an","Weifang","0.0493956"
"Xi'an","Lima","0.00285327"
"Xi'an","Zhoukou","0.0855646"
"Xi'an","Luanda","0.00449344"
"Xi'an","Ganzhou","0.0433723"
"Xi'an","Tongshan","0.0616338"
"Xi'an","Kuala-Lumpur","0.0139285"
"Xi'an","Chicago","0.00437251"
"Xi'an","Heze","0.0761753"
"Xi'an","Chongqing","0.080516"
"Xi'an","Hanoi","0.0322014"
"Xi'an","Fuyang","0.0706921"
"Xi'an","Changsha","0.0604109"
"Xi'an","Dongguan","0.0361346"
"Xi'an","Jining","0.0657198"
"Xi'an","Jinan","0.0603242"
"Xi'an","Pune","0.0127293"
"Xi'an","Foshan","0.0366348"
"Xi'an","Bogota","0.0031785"
"Xi'an","Ahmedabad","0.013212"
"Xi'an","Nanjing","0.0499741"
"Xi'an","Changchun","0.0275813"
"Xi'an","Tangshan","0.0468903"
"Xi'an","Cangzhou","0.0560965"
"Xi'an","Dar-es-Salaam","0.00578041"
"Xi'an","Hefei","0.0571364"
"Xi'an","Hong-Kong","0.0338688"
"Xi'an","Shaoyang","0.0575504"
"Xi'an","Zhanjiang","0.0330957"
"Xi'an","Shangqiu","0.0746787"
"Xi'an","Nantong","0.0418738"
"Xi'an","Yancheng","0.045802"
"Xi'an","Nanning","0.0377593"
"Xi'an","Hengyang","0.0530776"
"Xi'an","Zhumadian","0.0916283"
"Xi'an","Shenyang","0.0318437"
"Xi'an","Xingtai","0.0778925"
"Xi'an","Santiago","0.00250428"
"Xi'an","Yantai","0.0410871"
"Xi'an","Riyadh","0.00823126"
"Xi'an","Luoyang","0.132967"
"Xi'an","Kunming","0.0404274"
"Xi'an","Shangrao","0.0443935"
"Xi'an","Hangzhou","0.0417046"
"Xi'an","Bijie","0.0556967"
"Xi'an","Quanzhou","0.034531"
"Xi'an","Miami","0.00375405"
"Xi'an","Wuxi","0.0433482"
"Xi'an","Huanggang","0.0663675"
"Xi'an","Maoming","0.0341195"
"Xi'an","Nanchong","0.096612"
"Xi'an","Zunyi","0.0622457"
"Xi'an","Qujing","0.0438519"
"Xi'an","Baghdad","0.00847091"
"Xi'an","Xinyang","0.08527"
"Santiago","Tokyo","0.00289388"
"Santiago","Jakarta","0.00319554"
"Santiago","Delhi","0.00294594"
"Santiago","Manila","0.00283085"
"Santiago","Sao-Paulo","0.018975"
"Santiago","Seoul","0.00271656"
"Santiago","Mumbai","0.00310161"
"Santiago","Shanghai","0.00264584"
"Santiago","Mexico-City","0.00750705"
"Santiago","Guangzhou","0.00265181"
"Santiago","Cairo","0.00388992"
"Santiago","Beijing","0.0026164"
"Santiago","New-York","0.0060232"
"Santiago","Kolkata","0.00282731"
"Santiago","Moscow","0.00352587"
"Santiago","Bangkok","0.00282483"
"Santiago","Dhaka","0.00278886"
"Santiago","Buenos-Aires","0.0420658"
"Santiago","Osaka","0.00283093"
"Santiago","Lagos","0.00555734"
"Santiago","Istanbul","0.00380138"
"Santiago","Karachi","0.0031495"
"Santiago","Kinshasa","0.00530803"
"Santiago","Shenzhen","0.00266434"
"Santiago","Bangalore","0.00309981"
"Santiago","Ho-Chi-Minh-City","0.00285171"
"Santiago","Tehran","0.0033704"
"Santiago","Los-Angeles","0.00551671"
"Santiago","Rio-de-Janeiro","0.0168084"
"Santiago","Chengdu","0.00256678"
"Santiago","Baoding","0.00259763"
"Santiago","Chennai","0.00305716"
"Santiago","Lahore","0.00297755"
"Santiago","London","0.00426522"
"Santiago","Paris","0.00427396"
"Santiago","Tianjin","0.00261538"
"Santiago","Linyi","0.00260169"
"Santiago","Shijiazhuang","0.00258087"
"Santiago","Zhengzhou","0.00254565"
"Santiago","Nanyang","0.0025299"
"Santiago","Hyderabad","0.00302893"
"Santiago","Wuhan","0.00256411"
"Santiago","Handan","0.0025669"
"Santiago","Nagoya","0.00285215"
"Santiago","Weifang","0.00261703"
"Santiago","Lima","0.0198809"
"Santiago","Zhoukou","0.00255457"
"Santiago","Luanda","0.00558384"
"Santiago","Ganzhou","0.00262329"
"Santiago","Tongshan","0.00258604"
"Santiago","Kuala-Lumpur","0.00301142"
"Santiago","Chicago","0.00581378"
"Santiago","Heze","0.00256791"
"Santiago","Chongqing","0.00255684"
"Santiago","Hanoi","0.00268222"
"Santiago","Fuyang","0.0025694"
"Santiago","Changsha","0.00257921"
"Santiago","Dongguan","0.00265526"
"Santiago","Jining","0.00258167"
"Santiago","Jinan","0.00259301"
"Santiago","Pune","0.0030911"
"Santiago","Foshan","0.00265264"
"Santiago","Bogota","0.0116347"
"Santiago","Ahmedabad","0.00306647"
"Santiago","Nanjing","0.0026083"
"Santiago","Changchun","0.00273693"
"Santiago","Tangshan","0.00262892"
"Santiago","Cangzhou","0.00260417"
"Santiago","Dar-es-Salaam","0.00436534"
"Santiago","Hefei","0.00259058"
"Santiago","Hong-Kong","0.00266837"
"Santiago","Shaoyang","0.00258465"
"Santiago","Zhanjiang","0.00267401"
"Santiago","Shangqiu","0.00256769"
"Santiago","Nantong","0.00263539"
"Santiago","Yancheng","0.00262286"
"Santiago","Nanning","0.00264847"
"Santiago","Hengyang","0.0025944"
"Santiago","Zhumadian","0.00254771"
"Santiago","Shenyang","0.00270004"
"Santiago","Xingtai","0.00257081"
"Santiago","Xi'an","0.00250428"
"Santiago","Yantai","0.00264562"
"Santiago","Riyadh","0.00357435"
"Santiago","Luoyang","0.00253162"
"Santiago","Kunming","0.00264114"
"Santiago","Shangrao","0.00262164"
"Santiago","Hangzhou","0.00263403"
"Santiago","Bijie","0.00259348"
"Santiago","Quanzhou","0.00266531"
"Santiago","Miami","0.00744787"
"Santiago","Wuxi","0.00262913"
"Santiago","Huanggang","0.00257135"
"Santiago","Maoming","0.00266737"
"Santiago","Nanchong","0.00254584"
"Santiago","Zunyi","0.00257914"
"Santiago","Qujing","0.00262701"
"Santiago","Baghdad","0.00353473"
"Santiago","Xinyang","0.00255118"
"Yantai","Tokyo","0.0292107"
"Yantai","Jakarta","0.00975538"
"Yantai","Delhi","0.0118196"
"Yantai","Manila","0.0193396"
"Yantai","Sao-Paulo","0.00275616"
"Yantai","Seoul","0.090043"
"Yantai","Mumbai","0.00972105"
"Yantai","Shanghai","0.0672656"
"Yantai","Mexico-City","0.00401236"
"Yantai","Guangzhou","0.0276007"
"Yantai","Cairo","0.00617937"
"Yantai","Beijing","0.0900217"
"Yantai","New-York","0.00444654"
"Yantai","Kolkata","0.0139031"
"Yantai","Moscow","0.00789194"
"Yantai","Bangkok","0.0147639"
"Yantai","Dhaka","0.0149141"
"Yantai","Buenos-Aires","0.00253137"
"Yantai","Osaka","0.0368299"
"Yantai","Lagos","0.00416539"
"Yantai","Istanbul","0.00656817"
"Yantai","Karachi","0.00939018"
"Yantai","Kinshasa","0.0042528"
"Yantai","Shenzhen","0.0271532"
"Yantai","Bangalore","0.00970813"
"Yantai","Ho-Chi-Minh-City","0.0149341"
"Yantai","Tehran","0.00814111"
"Yantai","Los-Angeles","0.00499842"
"Yantai","Rio-de-Janeiro","0.00279735"
"Yantai","Chengdu","0.0277799"
"Yantai","Baoding","0.0860201"
"Yantai","Chennai","0.0101579"
"Yantai","Lahore","0.0114788"
"Yantai","London","0.00577456"
"Yantai","Paris","0.00571802"
"Yantai","Tianjin","0.110092"
"Yantai","Linyi","0.11924"
"Yantai","Shijiazhuang","0.077098"
"Yantai","Zhengzhou","0.0629649"
"Yantai","Nanyang","0.0509181"
"Yantai","Hyderabad","0.0104772"
"Yantai","Wuhan","0.0479304"
"Yantai","Handan","0.075989"
"Yantai","Nagoya","0.0338812"
"Yantai","Weifang","0.194788"
"Yantai","Lima","0.00299229"
"Yantai","Zhoukou","0.0639718"
"Yantai","Luanda","0.00408404"
"Yantai","Ganzhou","0.034048"
"Yantai","Tongshan","0.0897706"
"Yantai","Kuala-Lumpur","0.0114941"
"Yantai","Chicago","0.00463927"
"Yantai","Heze","0.0799587"
"Yantai","Chongqing","0.0299316"
"Yantai","Hanoi","0.0208311"
"Yantai","Fuyang","0.0662438"
"Yantai","Changsha","0.0375245"
"Yantai","Dongguan","0.0277765"
"Yantai","Jining","0.0951123"
"Yantai","Jinan","0.113949"
"Yantai","Pune","0.0098165"
"Yantai","Foshan","0.0273514"
"Yantai","Bogota","0.00330447"
"Yantai","Ahmedabad","0.0101337"
"Yantai","Nanjing","0.072765"
"Yantai","Changchun","0.0591652"
"Yantai","Tangshan","0.120252"
"Yantai","Cangzhou","0.11088"
"Yantai","Dar-es-Salaam","0.00509437"
"Yantai","Hefei","0.0653364"
"Yantai","Hong-Kong","0.0268757"
"Yantai","Shaoyang","0.0332208"
"Yantai","Zhanjiang","0.0234368"
"Yantai","Shangqiu","0.0764096"
"Yantai","Nantong","0.0765327"
"Yantai","Yancheng","0.0985959"
"Yantai","Nanning","0.0239223"
"Yantai","Hengyang","0.0339246"
"Yantai","Zhumadian","0.0574029"
"Yantai","Shenyang","0.0871909"
"Yantai","Xingtai","0.0766588"
"Yantai","Xi'an","0.0410871"
"Yantai","Santiago","0.00264562"
"Yantai","Riyadh","0.00702718"
"Yantai","Luoyang","0.0554886"
"Yantai","Kunming","0.0219364"
"Yantai","Shangrao","0.0457677"
"Yantai","Hangzhou","0.0587237"
"Yantai","Bijie","0.0260414"
"Yantai","Quanzhou","0.0342137"
"Yantai","Miami","0.00394026"
"Yantai","Wuxi","0.0709405"
"Yantai","Huanggang","0.0489475"
"Yantai","Maoming","0.0242377"
"Yantai","Nanchong","0.0307392"
"Yantai","Zunyi","0.0282673"
"Yantai","Qujing","0.0231154"
"Yantai","Baghdad","0.00731807"
"Yantai","Xinyang","0.0537314"
"Riyadh","Tokyo","0.00571439"
"Riyadh","Jakarta","0.00675441"
"Riyadh","Delhi","0.0160982"
"Riyadh","Manila","0.00639106"
"Riyadh","Sao-Paulo","0.00437076"
"Riyadh","Seoul","0.00657682"
"Riyadh","Mumbai","0.0177565"
"Riyadh","Shanghai","0.0068551"
"Riyadh","Mexico-City","0.00359057"
"Riyadh","Guangzhou","0.00740987"
"Riyadh","Cairo","0.0295862"
"Riyadh","Beijing","0.00751677"
"Riyadh","New-York","0.00473365"
"Riyadh","Kolkata","0.0116707"
"Riyadh","Moscow","0.0139382"
"Riyadh","Bangkok","0.00863063"
"Riyadh","Dhaka","0.0112028"
"Riyadh","Buenos-Aires","0.00387572"
"Riyadh","Osaka","0.00593753"
"Riyadh","Lagos","0.0098394"
"Riyadh","Istanbul","0.0199862"
"Riyadh","Karachi","0.0238315"
"Riyadh","Kinshasa","0.0105702"
"Riyadh","Shenzhen","0.00730507"
"Riyadh","Bangalore","0.0141289"
"Riyadh","Ho-Chi-Minh-City","0.00765557"
"Riyadh","Tehran","0.0367956"
"Riyadh","Los-Angeles","0.0037469"
"Riyadh","Rio-de-Janeiro","0.00450953"
"Riyadh","Chengdu","0.00880461"
"Riyadh","Baoding","0.00758832"
"Riyadh","Chennai","0.0131722"
"Riyadh","Lahore","0.0174925"
"Riyadh","London","0.0100066"
"Riyadh","Paris","0.0105608"
"Riyadh","Tianjin","0.00742755"
"Riyadh","Linyi","0.00723456"
"Riyadh","Shijiazhuang","0.0076716"
"Riyadh","Zhengzhou","0.00769482"
"Riyadh","Nanyang","0.00777849"
"Riyadh","Hyderabad","0.0145479"
"Riyadh","Wuhan","0.0075267"
"Riyadh","Handan","0.0076465"
"Riyadh","Nagoya","0.00585963"
"Riyadh","Weifang","0.00720257"
"Riyadh","Lima","0.00356975"
"Riyadh","Zhoukou","0.0075659"
"Riyadh","Luanda","0.00952428"
"Riyadh","Ganzhou","0.00732066"
"Riyadh","Tongshan","0.0073256"
"Riyadh","Kuala-Lumpur","0.00781752"
"Riyadh","Chicago","0.0044203"
"Riyadh","Heze","0.0075212"
"Riyadh","Chongqing","0.00843124"
"Riyadh","Hanoi","0.00822752"
"Riyadh","Fuyang","0.00742915"
"Riyadh","Changsha","0.00760228"
"Riyadh","Dongguan","0.00735464"
"Riyadh","Jining","0.00741209"
"Riyadh","Jinan","0.00739923"
"Riyadh","Pune","0.017048"
"Riyadh","Foshan","0.00742306"
"Riyadh","Bogota","0.00387901"
"Riyadh","Ahmedabad","0.0186325"
"Riyadh","Nanjing","0.00712056"
"Riyadh","Changchun","0.00685219"
"Riyadh","Tangshan","0.00734684"
"Riyadh","Cangzhou","0.00744569"
"Riyadh","Dar-es-Salaam","0.0137421"
"Riyadh","Hefei","0.00725685"
"Riyadh","Hong-Kong","0.00728377"
"Riyadh","Shaoyang","0.00774272"
"Riyadh","Zhanjiang","0.00766151"
"Riyadh","Shangqiu","0.00748147"
"Riyadh","Nantong","0.00692726"
"Riyadh","Yancheng","0.00703035"
"Riyadh","Nanning","0.0079749"
"Riyadh","Hengyang","0.00760593"
"Riyadh","Zhumadian","0.00761539"
"Riyadh","Shenyang","0.00694483"
"Riyadh","Xingtai","0.00765683"
"Riyadh","Xi'an","0.00823126"
"Riyadh","Santiago","0.00357435"
"Riyadh","Yantai","0.00702718"
"Riyadh","Luoyang","0.00782723"
"Riyadh","Kunming","0.00883812"
"Riyadh","Shangrao","0.00709761"
"Riyadh","Hangzhou","0.00694457"
"Riyadh","Bijie","0.0085343"
"Riyadh","Quanzhou","0.00693409"
"Riyadh","Miami","0.00414357"
"Riyadh","Wuxi","0.0069697"
"Riyadh","Huanggang","0.00746135"
"Riyadh","Maoming","0.00761907"
"Riyadh","Nanchong","0.00852212"
"Riyadh","Zunyi","0.00832051"
"Riyadh","Qujing","0.0086893"
"Riyadh","Baghdad","0.0479534"
"Riyadh","Xinyang","0.00759005"
"Luoyang","Tokyo","0.0197586"
"Luoyang","Jakarta","0.0107933"
"Luoyang","Delhi","0.0145756"
"Luoyang","Manila","0.0204947"
"Luoyang","Sao-Paulo","0.00282605"
"Luoyang","Seoul","0.0358138"
"Luoyang","Mumbai","0.0116188"
"Luoyang","Shanghai","0.0510935"
"Luoyang","Mexico-City","0.00379144"
"Luoyang","Guangzhou","0.0374638"
"Luoyang","Cairo","0.00668553"
"Luoyang","Beijing","0.0683757"
"Luoyang","New-York","0.00428778"
"Luoyang","Kolkata","0.0182133"
"Luoyang","Moscow","0.00829747"
"Luoyang","Bangkok","0.0187636"
"Luoyang","Dhaka","0.0199884"
"Luoyang","Buenos-Aires","0.00260089"
"Luoyang","Osaka","0.0232456"
"Luoyang","Lagos","0.00440258"
"Luoyang","Istanbul","0.00701477"
"Luoyang","Karachi","0.0110423"
"Luoyang","Kinshasa","0.00455321"
"Luoyang","Shenzhen","0.0355269"
"Luoyang","Bangalore","0.0116283"
"Luoyang","Ho-Chi-Minh-City","0.0180808"
"Luoyang","Tehran","0.00908714"
"Luoyang","Los-Angeles","0.00464365"
"Luoyang","Rio-de-Janeiro","0.00287947"
"Luoyang","Chengdu","0.0526472"
"Luoyang","Baoding","0.0845355"
"Luoyang","Chennai","0.0122729"
"Luoyang","Lahore","0.0139163"
"Luoyang","London","0.00591301"
"Luoyang","Paris","0.00588449"
"Luoyang","Tianjin","0.0708865"
"Luoyang","Linyi","0.0844976"
"Luoyang","Shijiazhuang","0.106395"
"Luoyang","Zhengzhou","0.305934"
"Luoyang","Nanyang","0.212914"
"Luoyang","Hyderabad","0.0127489"
"Luoyang","Wuhan","0.0934271"
"Luoyang","Handan","0.148676"
"Luoyang","Nagoya","0.0219261"
"Luoyang","Weifang","0.0719765"
"Luoyang","Lima","0.00287744"
"Luoyang","Zhoukou","0.175935"
"Luoyang","Luanda","0.00436591"
"Luoyang","Ganzhou","0.0471328"
"Luoyang","Tongshan","0.102306"
"Luoyang","Kuala-Lumpur","0.0134223"
"Luoyang","Chicago","0.00441877"
"Luoyang","Heze","0.150797"
"Luoyang","Chongqing","0.0591355"
"Luoyang","Hanoi","0.0294582"
"Luoyang","Fuyang","0.119445"
"Luoyang","Changsha","0.0649196"
"Luoyang","Dongguan","0.0371059"
"Luoyang","Jining","0.114671"
"Luoyang","Jinan","0.0964504"
"Luoyang","Pune","0.0117643"
"Luoyang","Foshan","0.0371794"
"Luoyang","Bogota","0.00319578"
"Luoyang","Ahmedabad","0.0121642"
"Luoyang","Nanjing","0.0707792"
"Luoyang","Changchun","0.0322221"
"Luoyang","Tangshan","0.0623873"
"Luoyang","Cangzhou","0.081173"
"Luoyang","Dar-es-Salaam","0.00557279"
"Luoyang","Hefei","0.0836089"
"Luoyang","Hong-Kong","0.0348653"
"Luoyang","Shaoyang","0.0568383"
"Luoyang","Zhanjiang","0.0320531"
"Luoyang","Shangqiu","0.144405"
"Luoyang","Nantong","0.0561559"
"Luoyang","Yancheng","0.0645941"
"Luoyang","Nanning","0.0350702"
"Luoyang","Hengyang","0.0547513"
"Luoyang","Zhumadian","0.173387"
"Luoyang","Shenyang","0.0386093"
"Luoyang","Xingtai","0.133245"
"Luoyang","Xi'an","0.132967"
"Luoyang","Santiago","0.00253162"
"Luoyang","Yantai","0.0554886"
"Luoyang","Riyadh","0.00782723"
"Luoyang","Kunming","0.0340089"
"Luoyang","Shangrao","0.0544913"
"Luoyang","Hangzhou","0.0539971"
"Luoyang","Bijie","0.0449081"
"Luoyang","Quanzhou","0.0389023"
"Luoyang","Miami","0.00378399"
"Luoyang","Wuxi","0.0582525"
"Luoyang","Huanggang","0.0875269"
"Luoyang","Maoming","0.0332744"
"Luoyang","Nanchong","0.0639193"
"Luoyang","Zunyi","0.0508795"
"Luoyang","Qujing","0.0367277"
"Luoyang","Baghdad","0.00807241"
"Luoyang","Xinyang","0.135058"
"Kunming","Tokyo","0.0132534"
"Kunming","Jakarta","0.0140669"
"Kunming","Delhi","0.0191901"
"Kunming","Manila","0.0219012"
"Kunming","Sao-Paulo","0.00294812"
"Kunming","Seoul","0.0183009"
"Kunming","Mumbai","0.0156846"
"Kunming","Shanghai","0.0248907"
"Kunming","Mexico-City","0.00342837"
"Kunming","Guangzhou","0.0437873"
"Kunming","Cairo","0.00713894"
"Kunming","Beijing","0.0233865"
"Kunming","New-York","0.00392246"
"Kunming","Kolkata","0.0325963"
"Kunming","Moscow","0.00801958"
"Kunming","Bangkok","0.0376935"
"Kunming","Dhaka","0.0383157"
"Kunming","Buenos-Aires","0.00278409"
"Kunming","Osaka","0.0148407"
"Kunming","Lagos","0.0046803"
"Kunming","Istanbul","0.00719776"
"Kunming","Karachi","0.0137434"
"Kunming","Kinshasa","0.00500032"
"Kunming","Shenzhen","0.0404077"
"Kunming","Bangalore","0.0166468"
"Kunming","Ho-Chi-Minh-City","0.0296698"
"Kunming","Tehran","0.00989411"
"Kunming","Los-Angeles","0.00410348"
"Kunming","Rio-de-Janeiro","0.00301175"
"Kunming","Chengdu","0.0726087"
"Kunming","Baoding","0.0250107"
"Kunming","Chennai","0.0181804"
"Kunming","Lahore","0.0171785"
"Kunming","London","0.00572392"
"Kunming","Paris","0.00574785"
"Kunming","Tianjin","0.0235405"
"Kunming","Linyi","0.026065"
"Kunming","Shijiazhuang","0.0266788"
"Kunming","Zhengzhou","0.0320949"
"Kunming","Nanyang","0.0370218"
"Kunming","Hyderabad","0.0185301"
"Kunming","Wuhan","0.0372002"
"Kunming","Handan","0.0284736"
"Kunming","Nagoya","0.0142511"
"Kunming","Weifang","0.0240681"
"Kunming","Lima","0.00268512"
"Kunming","Zhoukou","0.0323053"
"Kunming","Luanda","0.00479869"
"Kunming","Ganzhou","0.0390473"
