"l","t",Value
"Farm-116","69","step({I,Farm-196|Farm-116|Farm-129|Farm-73|Farm-134|Farm-115|Farm-155|Farm-181|Farm-81|Farm-180})"
"Farm-116","77","step({I,Farm-116|Farm-85|Farm-141|Farm-72|Farm-195|Farm-175|Farm-32|Farm-137|Farm-7|Farm-178})"
"Farm-116","82","step({I,Farm-93|Farm-53|Farm-116|Farm-39|Farm-149|Farm-188|Farm-132|Farm-145|Farm-33|Farm-150})"
"Farm-116","83","step({I,Farm-18|Farm-78|Farm-146|Farm-116|Farm-62|Farm-198|Farm-115|Farm-189|Farm-112|Farm-113})"
"Farm-117","2","step({I,Farm-161|Farm-105|Farm-136|Farm-145|Farm-117|Farm-108|Farm-152|Farm-22|Farm-95|Farm-38})"
"Farm-117","5","step({I,Farm-128|Farm-200|Farm-117|Farm-83|Farm-95|Farm-125|Farm-68|Farm-135|Farm-64|Farm-156})"
"Farm-117","24","step({I,Farm-2|Farm-167|Farm-197|Farm-141|Farm-37|Farm-103|Farm-117|Farm-158|Farm-122|Farm-44})"
"Farm-117","33","step({I,Farm-19|Farm-183|Farm-17|Farm-161|Farm-176|Farm-19|Farm-86|Farm-95|Farm-117|Farm-144})"
"Farm-117","37","step({I,Farm-18|Farm-48|Farm-168|Farm-105|Farm-103|Farm-130|Farm-109|Farm-7|Farm-117|Farm-155})"
"Farm-117","52","step({I,Farm-22|Farm-64|Farm-50|Farm-113|Farm-182|Farm-117|Farm-120|Farm-48|Farm-117|Farm-30})"
"Farm-117","58","step({I,Farm-117|Farm-188|Farm-189|Farm-11|Farm-120|Farm-179|Farm-157|Farm-43|Farm-153|Farm-38})"
"Farm-118","67","step({I,Farm-20|Farm-171|Farm-80|Farm-47|Farm-118|Farm-150|Farm-122|Farm-116|Farm-35|Farm-138})"
"Farm-118","76","step({I,Farm-12|Farm-17|Farm-104|Farm-152|Farm-7|Farm-92|Farm-165|Farm-134|Farm-110|Farm-118})"
"Farm-118","78","step({I,Farm-103|Farm-26|Farm-125|Farm-48|Farm-127|Farm-139|Farm-22|Farm-96|Farm-118|Farm-51})"
"Farm-118","79","step({I,Farm-128|Farm-153|Farm-72|Farm-142|Farm-118|Farm-162|Farm-41|Farm-160|Farm-54|Farm-60})"
"Farm-118","90","step({I,Farm-84|Farm-7|Farm-13|Farm-170|Farm-140|Farm-47|Farm-24|Farm-9|Farm-96|Farm-118})"
"Farm-119","29","step({I,Farm-76|Farm-20|Farm-52|Farm-119|Farm-96|Farm-98|Farm-92|Farm-105|Farm-89|Farm-171})"
"Farm-119","55","step({I,Farm-62|Farm-81|Farm-127|Farm-179|Farm-87|Farm-186|Farm-119|Farm-87|Farm-119|Farm-71})"
"Farm-119","89","step({I,Farm-159|Farm-103|Farm-2|Farm-28|Farm-143|Farm-119|Farm-141|Farm-73|Farm-126|Farm-87})"
"Farm-120","16","step({I,Farm-175|Farm-189|Farm-122|Farm-120|Farm-157|Farm-101|Farm-11|Farm-140|Farm-199|Farm-54})"
"Farm-120","52","step({I,Farm-22|Farm-64|Farm-50|Farm-113|Farm-182|Farm-117|Farm-120|Farm-48|Farm-117|Farm-30})"
"Farm-120","54","step({I,Farm-105|Farm-65|Farm-1|Farm-120|Farm-130|Farm-2|Farm-195|Farm-133|Farm-59|Farm-41})"
"Farm-120","58","step({I,Farm-117|Farm-188|Farm-189|Farm-11|Farm-120|Farm-179|Farm-157|Farm-43|Farm-153|Farm-38})"
"Farm-120","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-121","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-121","75","step({I,Farm-70|Farm-18|Farm-121|Farm-143|Farm-32|Farm-69|Farm-146|Farm-133|Farm-171|Farm-111})"
"Farm-121","87","step({I,Farm-133|Farm-151|Farm-121|Farm-100|Farm-24|Farm-157|Farm-99|Farm-171|Farm-27|Farm-194})"
"Farm-122","4","step({I,Farm-194|Farm-131|Farm-35|Farm-72|Farm-151|Farm-122|Farm-66|Farm-8|Farm-127|Farm-192})"
"Farm-122","16","step({I,Farm-175|Farm-189|Farm-122|Farm-120|Farm-157|Farm-101|Farm-11|Farm-140|Farm-199|Farm-54})"
"Farm-122","19","step({I,Farm-122|Farm-143|Farm-94|Farm-92|Farm-182|Farm-28|Farm-46|Farm-177|Farm-181|Farm-130})"
"Farm-122","24","step({I,Farm-2|Farm-167|Farm-197|Farm-141|Farm-37|Farm-103|Farm-117|Farm-158|Farm-122|Farm-44})"
"Farm-122","36","step({I,Farm-24|Farm-89|Farm-79|Farm-107|Farm-170|Farm-108|Farm-137|Farm-122|Farm-20|Farm-19})"
"Farm-122","67","step({I,Farm-20|Farm-171|Farm-80|Farm-47|Farm-118|Farm-150|Farm-122|Farm-116|Farm-35|Farm-138})"
"Farm-122","68","step({I,Farm-122|Farm-66|Farm-161|Farm-168|Farm-84|Farm-84|Farm-188|Farm-145|Farm-7|Farm-86})"
"Farm-123","3","step({I,Farm-44|Farm-28|Farm-65|Farm-30|Farm-45|Farm-78|Farm-181|Farm-90|Farm-123|Farm-181})"
"Farm-123","43","step({I,Farm-110|Farm-104|Farm-70|Farm-5|Farm-30|Farm-27|Farm-142|Farm-142|Farm-123|Farm-135})"
"Farm-123","72","step({I,Farm-57|Farm-188|Farm-155|Farm-123|Farm-1|Farm-187|Farm-135|Farm-45|Farm-5|Farm-2})"
"Farm-123","74","step({I,Farm-47|Farm-17|Farm-65|Farm-123|Farm-74|Farm-146|Farm-136|Farm-29|Farm-34|Farm-13})"
"Farm-123","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-124","11","step({I,Farm-132|Farm-107|Farm-47|Farm-79|Farm-124|Farm-95|Farm-95|Farm-144|Farm-58|Farm-77})"
"Farm-124","18","step({I,Farm-18|Farm-12|Farm-98|Farm-177|Farm-196|Farm-124|Farm-109|Farm-171|Farm-149|Farm-96})"
"Farm-124","59","step({I,Farm-2|Farm-19|Farm-124|Farm-77|Farm-20|Farm-197|Farm-180|Farm-55|Farm-95|Farm-96})"
"Farm-125","start","step({I,Farm-169|Farm-172|Farm-170|Farm-125|Farm-77|Farm-60|Farm-12|Farm-55|Farm-96|Farm-163})"
"Farm-125","5","step({I,Farm-128|Farm-200|Farm-117|Farm-83|Farm-95|Farm-125|Farm-68|Farm-135|Farm-64|Farm-156})"
"Farm-125","6","step({I,Farm-133|Farm-3|Farm-125|Farm-135|Farm-195|Farm-176|Farm-102|Farm-12|Farm-91|Farm-4})"
"Farm-125","34","step({I,Farm-147|Farm-154|Farm-2|Farm-62|Farm-47|Farm-101|Farm-191|Farm-112|Farm-20|Farm-125})"
"Farm-125","51","step({I,Farm-66|Farm-81|Farm-109|Farm-125|Farm-76|Farm-109|Farm-25|Farm-137|Farm-58|Farm-9})"
"Farm-125","78","step({I,Farm-103|Farm-26|Farm-125|Farm-48|Farm-127|Farm-139|Farm-22|Farm-96|Farm-118|Farm-51})"
"Farm-126","45","step({I,Farm-196|Farm-55|Farm-195|Farm-6|Farm-178|Farm-142|Farm-56|Farm-179|Farm-6|Farm-126})"
"Farm-126","53","step({I,Farm-126|Farm-73|Farm-183|Farm-176|Farm-87|Farm-104|Farm-95|Farm-37|Farm-87|Farm-38})"
"Farm-126","61","step({I,Farm-5|Farm-75|Farm-133|Farm-126|Farm-183|Farm-135|Farm-65|Farm-64|Farm-167|Farm-156})"
"Farm-126","89","step({I,Farm-159|Farm-103|Farm-2|Farm-28|Farm-143|Farm-119|Farm-141|Farm-73|Farm-126|Farm-87})"
"Farm-127","4","step({I,Farm-194|Farm-131|Farm-35|Farm-72|Farm-151|Farm-122|Farm-66|Farm-8|Farm-127|Farm-192})"
"Farm-127","35","step({I,Farm-32|Farm-199|Farm-18|Farm-19|Farm-127|Farm-190|Farm-188|Farm-90|Farm-146|Farm-149})"
"Farm-127","39","step({I,Farm-161|Farm-15|Farm-137|Farm-77|Farm-127|Farm-186|Farm-171|Farm-100|Farm-86|Farm-165})"
"Farm-127","41","step({I,Farm-25|Farm-49|Farm-46|Farm-98|Farm-179|Farm-72|Farm-78|Farm-184|Farm-23|Farm-127})"
"Farm-127","55","step({I,Farm-62|Farm-81|Farm-127|Farm-179|Farm-87|Farm-186|Farm-119|Farm-87|Farm-119|Farm-71})"
"Farm-127","63","step({I,Farm-188|Farm-192|Farm-160|Farm-199|Farm-72|Farm-170|Farm-155|Farm-145|Farm-127|Farm-62})"
"Farm-127","78","step({I,Farm-103|Farm-26|Farm-125|Farm-48|Farm-127|Farm-139|Farm-22|Farm-96|Farm-118|Farm-51})"
"Farm-128","5","step({I,Farm-128|Farm-200|Farm-117|Farm-83|Farm-95|Farm-125|Farm-68|Farm-135|Farm-64|Farm-156})"
"Farm-128","9","step({I,Farm-74|Farm-30|Farm-114|Farm-141|Farm-58|Farm-87|Farm-152|Farm-80|Farm-180|Farm-128})"
"Farm-128","47","step({I,Farm-136|Farm-128|Farm-110|Farm-55|Farm-30|Farm-172|Farm-128|Farm-60|Farm-93|Farm-5})"
"Farm-128","79","step({I,Farm-128|Farm-153|Farm-72|Farm-142|Farm-118|Farm-162|Farm-41|Farm-160|Farm-54|Farm-60})"
"Farm-129","38","step({I,Farm-99|Farm-197|Farm-49|Farm-75|Farm-10|Farm-63|Farm-167|Farm-162|Farm-129|Farm-74})"
"Farm-129","66","step({I,Farm-134|Farm-39|Farm-184|Farm-116|Farm-92|Farm-129|Farm-51|Farm-111|Farm-27|Farm-41})"
"Farm-129","69","step({I,Farm-196|Farm-116|Farm-129|Farm-73|Farm-134|Farm-115|Farm-155|Farm-181|Farm-81|Farm-180})"
"Farm-129","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-129","97","step({I,Farm-181|Farm-131|Farm-129|Farm-7|Farm-183|Farm-6|Farm-38|Farm-180|Farm-26|Farm-80})"
"Farm-130","1","step({I,Farm-1|Farm-96|Farm-79|Farm-168|Farm-68|Farm-130|Farm-74|Farm-192|Farm-29|Farm-175})"
"Farm-130","8","step({I,Farm-185|Farm-17|Farm-56|Farm-2|Farm-169|Farm-130|Farm-169|Farm-53|Farm-80|Farm-111})"
"Farm-130","19","step({I,Farm-122|Farm-143|Farm-94|Farm-92|Farm-182|Farm-28|Farm-46|Farm-177|Farm-181|Farm-130})"
"Farm-130","21","step({I,Farm-63|Farm-192|Farm-95|Farm-143|Farm-31|Farm-147|Farm-130|Farm-43|Farm-38|Farm-162})"
"Farm-130","32","step({I,Farm-157|Farm-112|Farm-32|Farm-29|Farm-130|Farm-108|Farm-66|Farm-30|Farm-32|Farm-26})"
"Farm-130","37","step({I,Farm-18|Farm-48|Farm-168|Farm-105|Farm-103|Farm-130|Farm-109|Farm-7|Farm-117|Farm-155})"
"Farm-130","54","step({I,Farm-105|Farm-65|Farm-1|Farm-120|Farm-130|Farm-2|Farm-195|Farm-133|Farm-59|Farm-41})"
"Farm-131","4","step({I,Farm-194|Farm-131|Farm-35|Farm-72|Farm-151|Farm-122|Farm-66|Farm-8|Farm-127|Farm-192})"
"Farm-131","56","step({I,Farm-131|Farm-165|Farm-81|Farm-8|Farm-197|Farm-90|Farm-188|Farm-135|Farm-54|Farm-113})"
"Farm-131","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-131","97","step({I,Farm-181|Farm-131|Farm-129|Farm-7|Farm-183|Farm-6|Farm-38|Farm-180|Farm-26|Farm-80})"
"Farm-132","11","step({I,Farm-132|Farm-107|Farm-47|Farm-79|Farm-124|Farm-95|Farm-95|Farm-144|Farm-58|Farm-77})"
"Farm-132","82","step({I,Farm-93|Farm-53|Farm-116|Farm-39|Farm-149|Farm-188|Farm-132|Farm-145|Farm-33|Farm-150})"
"Farm-133","6","step({I,Farm-133|Farm-3|Farm-125|Farm-135|Farm-195|Farm-176|Farm-102|Farm-12|Farm-91|Farm-4})"
"Farm-133","30","step({I,Farm-166|Farm-102|Farm-18|Farm-133|Farm-42|Farm-170|Farm-137|Farm-36|Farm-14|Farm-2})"
"Farm-133","54","step({I,Farm-105|Farm-65|Farm-1|Farm-120|Farm-130|Farm-2|Farm-195|Farm-133|Farm-59|Farm-41})"
"Farm-133","61","step({I,Farm-5|Farm-75|Farm-133|Farm-126|Farm-183|Farm-135|Farm-65|Farm-64|Farm-167|Farm-156})"
"Farm-133","75","step({I,Farm-70|Farm-18|Farm-121|Farm-143|Farm-32|Farm-69|Farm-146|Farm-133|Farm-171|Farm-111})"
"Farm-133","87","step({I,Farm-133|Farm-151|Farm-121|Farm-100|Farm-24|Farm-157|Farm-99|Farm-171|Farm-27|Farm-194})"
"Farm-134","49","step({I,Farm-145|Farm-78|Farm-46|Farm-91|Farm-195|Farm-167|Farm-183|Farm-134|Farm-89|Farm-138})"
"Farm-134","62","step({I,Farm-143|Farm-113|Farm-80|Farm-107|Farm-18|Farm-134|Farm-6|Farm-178|Farm-137|Farm-179})"
"Farm-134","66","step({I,Farm-134|Farm-39|Farm-184|Farm-116|Farm-92|Farm-129|Farm-51|Farm-111|Farm-27|Farm-41})"
"Farm-134","69","step({I,Farm-196|Farm-116|Farm-129|Farm-73|Farm-134|Farm-115|Farm-155|Farm-181|Farm-81|Farm-180})"
"Farm-134","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-134","76","step({I,Farm-12|Farm-17|Farm-104|Farm-152|Farm-7|Farm-92|Farm-165|Farm-134|Farm-110|Farm-118})"
"Farm-134","80","step({I,Farm-10|Farm-38|Farm-105|Farm-76|Farm-49|Farm-137|Farm-134|Farm-193|Farm-176|Farm-200})"
"Farm-135","5","step({I,Farm-128|Farm-200|Farm-117|Farm-83|Farm-95|Farm-125|Farm-68|Farm-135|Farm-64|Farm-156})"
"Farm-135","6","step({I,Farm-133|Farm-3|Farm-125|Farm-135|Farm-195|Farm-176|Farm-102|Farm-12|Farm-91|Farm-4})"
"Farm-135","22","step({I,Farm-135|Farm-56|Farm-35|Farm-141|Farm-93|Farm-169|Farm-41|Farm-33|Farm-25|Farm-145})"
"Farm-135","43","step({I,Farm-110|Farm-104|Farm-70|Farm-5|Farm-30|Farm-27|Farm-142|Farm-142|Farm-123|Farm-135})"
"Farm-135","56","step({I,Farm-131|Farm-165|Farm-81|Farm-8|Farm-197|Farm-90|Farm-188|Farm-135|Farm-54|Farm-113})"
"Farm-135","61","step({I,Farm-5|Farm-75|Farm-133|Farm-126|Farm-183|Farm-135|Farm-65|Farm-64|Farm-167|Farm-156})"
"Farm-135","72","step({I,Farm-57|Farm-188|Farm-155|Farm-123|Farm-1|Farm-187|Farm-135|Farm-45|Farm-5|Farm-2})"
"Farm-135","93","step({I,Farm-46|Farm-27|Farm-187|Farm-135|Farm-176|Farm-47|Farm-26|Farm-71|Farm-51|Farm-15})"
"Farm-135","98","step({I,Farm-113|Farm-147|Farm-39|Farm-83|Farm-100|Farm-49|Farm-200|Farm-135|Farm-177|Farm-79})"
"Farm-136","2","step({I,Farm-161|Farm-105|Farm-136|Farm-145|Farm-117|Farm-108|Farm-152|Farm-22|Farm-95|Farm-38})"
"Farm-136","10","step({I,Farm-137|Farm-90|Farm-196|Farm-24|Farm-154|Farm-83|Farm-136|Farm-50|Farm-63|Farm-194})"
"Farm-136","20","step({I,Farm-104|Farm-1|Farm-63|Farm-86|Farm-178|Farm-136|Farm-92|Farm-97|Farm-158|Farm-46})"
"Farm-136","23","step({I,Farm-150|Farm-19|Farm-44|Farm-150|Farm-147|Farm-10|Farm-42|Farm-58|Farm-136|Farm-13})"
"Farm-136","28","step({I,Farm-191|Farm-3|Farm-107|Farm-61|Farm-177|Farm-51|Farm-136|Farm-163|Farm-87|Farm-151})"
"Farm-136","47","step({I,Farm-136|Farm-128|Farm-110|Farm-55|Farm-30|Farm-172|Farm-128|Farm-60|Farm-93|Farm-5})"
"Farm-136","74","step({I,Farm-47|Farm-17|Farm-65|Farm-123|Farm-74|Farm-146|Farm-136|Farm-29|Farm-34|Farm-13})"
"Farm-136","95","step({I,Farm-54|Farm-40|Farm-99|Farm-70|Farm-67|Farm-14|Farm-3|Farm-183|Farm-83|Farm-136})"
"Farm-137","10","step({I,Farm-137|Farm-90|Farm-196|Farm-24|Farm-154|Farm-83|Farm-136|Farm-50|Farm-63|Farm-194})"
"Farm-137","30","step({I,Farm-166|Farm-102|Farm-18|Farm-133|Farm-42|Farm-170|Farm-137|Farm-36|Farm-14|Farm-2})"
"Farm-137","36","step({I,Farm-24|Farm-89|Farm-79|Farm-107|Farm-170|Farm-108|Farm-137|Farm-122|Farm-20|Farm-19})"
"Farm-137","39","step({I,Farm-161|Farm-15|Farm-137|Farm-77|Farm-127|Farm-186|Farm-171|Farm-100|Farm-86|Farm-165})"
"Farm-137","42","step({I,Farm-75|Farm-65|Farm-137|Farm-160|Farm-101|Farm-60|Farm-178|Farm-71|Farm-148|Farm-112})"
"Farm-137","51","step({I,Farm-66|Farm-81|Farm-109|Farm-125|Farm-76|Farm-109|Farm-25|Farm-137|Farm-58|Farm-9})"
"Farm-137","62","step({I,Farm-143|Farm-113|Farm-80|Farm-107|Farm-18|Farm-134|Farm-6|Farm-178|Farm-137|Farm-179})"
"Farm-137","77","step({I,Farm-116|Farm-85|Farm-141|Farm-72|Farm-195|Farm-175|Farm-32|Farm-137|Farm-7|Farm-178})"
"Farm-137","80","step({I,Farm-10|Farm-38|Farm-105|Farm-76|Farm-49|Farm-137|Farm-134|Farm-193|Farm-176|Farm-200})"
"Farm-138","7","step({I,Farm-196|Farm-72|Farm-97|Farm-138|Farm-177|Farm-184|Farm-44|Farm-114|Farm-174|Farm-102})"
"Farm-138","49","step({I,Farm-145|Farm-78|Farm-46|Farm-91|Farm-195|Farm-167|Farm-183|Farm-134|Farm-89|Farm-138})"
"Farm-138","67","step({I,Farm-20|Farm-171|Farm-80|Farm-47|Farm-118|Farm-150|Farm-122|Farm-116|Farm-35|Farm-138})"
"Farm-138","70","step({I,Farm-138|Farm-47|Farm-108|Farm-155|Farm-150|Farm-145|Farm-97|Farm-39|Farm-42|Farm-108})"
"Farm-138","96","step({I,Farm-41|Farm-186|Farm-25|Farm-97|Farm-19|Farm-46|Farm-138|Farm-106|Farm-111|Farm-167})"
"Farm-139","48","step({I,Farm-73|Farm-101|Farm-31|Farm-86|Farm-182|Farm-2|Farm-194|Farm-139|Farm-20|Farm-58})"
"Farm-139","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-139","78","step({I,Farm-103|Farm-26|Farm-125|Farm-48|Farm-127|Farm-139|Farm-22|Farm-96|Farm-118|Farm-51})"
"Farm-140","16","step({I,Farm-175|Farm-189|Farm-122|Farm-120|Farm-157|Farm-101|Farm-11|Farm-140|Farm-199|Farm-54})"
"Farm-140","40","step({I,Farm-90|Farm-194|Farm-73|Farm-80|Farm-148|Farm-90|Farm-188|Farm-52|Farm-77|Farm-140})"
"Farm-140","44","step({I,Farm-140|Farm-76|Farm-21|Farm-193|Farm-15|Farm-4|Farm-196|Farm-30|Farm-52|Farm-44})"
"Farm-140","90","step({I,Farm-84|Farm-7|Farm-13|Farm-170|Farm-140|Farm-47|Farm-24|Farm-9|Farm-96|Farm-118})"
"Farm-140","92","step({I,Farm-174|Farm-159|Farm-7|Farm-140|Farm-10|Farm-200|Farm-157|Farm-47|Farm-99|Farm-149})"
"Farm-141","9","step({I,Farm-74|Farm-30|Farm-114|Farm-141|Farm-58|Farm-87|Farm-152|Farm-80|Farm-180|Farm-128})"
"Farm-141","22","step({I,Farm-135|Farm-56|Farm-35|Farm-141|Farm-93|Farm-169|Farm-41|Farm-33|Farm-25|Farm-145})"
"Farm-141","24","step({I,Farm-2|Farm-167|Farm-197|Farm-141|Farm-37|Farm-103|Farm-117|Farm-158|Farm-122|Farm-44})"
"Farm-141","77","step({I,Farm-116|Farm-85|Farm-141|Farm-72|Farm-195|Farm-175|Farm-32|Farm-137|Farm-7|Farm-178})"
"Farm-141","86","step({I,Farm-101|Farm-79|Farm-79|Farm-159|Farm-142|Farm-64|Farm-195|Farm-179|Farm-141|Farm-89})"
"Farm-141","89","step({I,Farm-159|Farm-103|Farm-2|Farm-28|Farm-143|Farm-119|Farm-141|Farm-73|Farm-126|Farm-87})"
"Farm-141","99","step({I,Farm-51|Farm-32|Farm-158|Farm-195|Farm-13|Farm-21|Farm-64|Farm-106|Farm-141|Farm-192})"
"Farm-142","25","step({I,Farm-176|Farm-99|Farm-144|Farm-98|Farm-142|Farm-100|Farm-169|Farm-39|Farm-155|Farm-195})"
"Farm-142","43","step({I,Farm-110|Farm-104|Farm-70|Farm-5|Farm-30|Farm-27|Farm-142|Farm-142|Farm-123|Farm-135})"
"Farm-142","45","step({I,Farm-196|Farm-55|Farm-195|Farm-6|Farm-178|Farm-142|Farm-56|Farm-179|Farm-6|Farm-126})"
"Farm-142","73","step({I,Farm-139|Farm-142|Farm-120|Farm-108|Farm-92|Farm-121|Farm-131|Farm-75|Farm-134|Farm-92})"
"Farm-142","79","step({I,Farm-128|Farm-153|Farm-72|Farm-142|Farm-118|Farm-162|Farm-41|Farm-160|Farm-54|Farm-60})"
"Farm-142","86","step({I,Farm-101|Farm-79|Farm-79|Farm-159|Farm-142|Farm-64|Farm-195|Farm-179|Farm-141|Farm-89})"
"Farm-143","19","step({I,Farm-122|Farm-143|Farm-94|Farm-92|Farm-182|Farm-28|Farm-46|Farm-177|Farm-181|Farm-130})"
"Farm-143","21","step({I,Farm-63|Farm-192|Farm-95|Farm-143|Farm-31|Farm-147|Farm-130|Farm-43|Farm-38|Farm-162})"
"Farm-143","62","step({I,Farm-143|Farm-113|Farm-80|Farm-107|Farm-18|Farm-134|Farm-6|Farm-178|Farm-137|Farm-179})"
"Farm-143","65","step({I,Farm-67|Farm-143|Farm-86|Farm-61|Farm-15|Farm-85|Farm-78|Farm-33|Farm-71|Farm-20})"
"Farm-143","75","step({I,Farm-70|Farm-18|Farm-121|Farm-143|Farm-32|Farm-69|Farm-146|Farm-133|Farm-171|Farm-111})"
"Farm-143","89","step({I,Farm-159|Farm-103|Farm-2|Farm-28|Farm-143|Farm-119|Farm-141|Farm-73|Farm-126|Farm-87})"
"Farm-144","11","step({I,Farm-132|Farm-107|Farm-47|Farm-79|Farm-124|Farm-95|Farm-95|Farm-144|Farm-58|Farm-77})"
"Farm-144","25","step({I,Farm-176|Farm-99|Farm-144|Farm-98|Farm-142|Farm-100|Farm-169|Farm-39|Farm-155|Farm-195})"
"Farm-144","31","step({I,Farm-27|Farm-156|Farm-186|Farm-144|Farm-99|Farm-94|Farm-177|Farm-98|Farm-83|Farm-35})"
"Farm-144","33","step({I,Farm-19|Farm-183|Farm-17|Farm-161|Farm-176|Farm-19|Farm-86|Farm-95|Farm-117|Farm-144})"
"Farm-145","2","step({I,Farm-161|Farm-105|Farm-136|Farm-145|Farm-117|Farm-108|Farm-152|Farm-22|Farm-95|Farm-38})"
"Farm-145","22","step({I,Farm-135|Farm-56|Farm-35|Farm-141|Farm-93|Farm-169|Farm-41|Farm-33|Farm-25|Farm-145})"
"Farm-145","49","step({I,Farm-145|Farm-78|Farm-46|Farm-91|Farm-195|Farm-167|Farm-183|Farm-134|Farm-89|Farm-138})"
"Farm-145","63","step({I,Farm-188|Farm-192|Farm-160|Farm-199|Farm-72|Farm-170|Farm-155|Farm-145|Farm-127|Farm-62})"
"Farm-145","68","step({I,Farm-122|Farm-66|Farm-161|Farm-168|Farm-84|Farm-84|Farm-188|Farm-145|Farm-7|Farm-86})"
"Farm-145","70","step({I,Farm-138|Farm-47|Farm-108|Farm-155|Farm-150|Farm-145|Farm-97|Farm-39|Farm-42|Farm-108})"
"Farm-145","82","step({I,Farm-93|Farm-53|Farm-116|Farm-39|Farm-149|Farm-188|Farm-132|Farm-145|Farm-33|Farm-150})"
"Farm-146","35","step({I,Farm-32|Farm-199|Farm-18|Farm-19|Farm-127|Farm-190|Farm-188|Farm-90|Farm-146|Farm-149})"
"Farm-146","71","step({I,Farm-195|Farm-61|Farm-16|Farm-146|Farm-196|Farm-157|Farm-50|Farm-8|Farm-82|Farm-176})"
"Farm-146","74","step({I,Farm-47|Farm-17|Farm-65|Farm-123|Farm-74|Farm-146|Farm-136|Farm-29|Farm-34|Farm-13})"
"Farm-146","75","step({I,Farm-70|Farm-18|Farm-121|Farm-143|Farm-32|Farm-69|Farm-146|Farm-133|Farm-171|Farm-111})"
"Farm-146","83","step({I,Farm-18|Farm-78|Farm-146|Farm-116|Farm-62|Farm-198|Farm-115|Farm-189|Farm-112|Farm-113})"
"Farm-146","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-147","21","step({I,Farm-63|Farm-192|Farm-95|Farm-143|Farm-31|Farm-147|Farm-130|Farm-43|Farm-38|Farm-162})"
"Farm-147","23","step({I,Farm-150|Farm-19|Farm-44|Farm-150|Farm-147|Farm-10|Farm-42|Farm-58|Farm-136|Farm-13})"
"Farm-147","34","step({I,Farm-147|Farm-154|Farm-2|Farm-62|Farm-47|Farm-101|Farm-191|Farm-112|Farm-20|Farm-125})"
"Farm-147","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-147","85","step({I,Farm-152|Farm-51|Farm-187|Farm-199|Farm-33|Farm-103|Farm-173|Farm-70|Farm-49|Farm-147})"
"Farm-147","98","step({I,Farm-113|Farm-147|Farm-39|Farm-83|Farm-100|Farm-49|Farm-200|Farm-135|Farm-177|Farm-79})"
"Farm-148","40","step({I,Farm-90|Farm-194|Farm-73|Farm-80|Farm-148|Farm-90|Farm-188|Farm-52|Farm-77|Farm-140})"
"Farm-148","42","step({I,Farm-75|Farm-65|Farm-137|Farm-160|Farm-101|Farm-60|Farm-178|Farm-71|Farm-148|Farm-112})"
"Farm-149","18","step({I,Farm-18|Farm-12|Farm-98|Farm-177|Farm-196|Farm-124|Farm-109|Farm-171|Farm-149|Farm-96})"
"Farm-149","35","step({I,Farm-32|Farm-199|Farm-18|Farm-19|Farm-127|Farm-190|Farm-188|Farm-90|Farm-146|Farm-149})"
"Farm-149","82","step({I,Farm-93|Farm-53|Farm-116|Farm-39|Farm-149|Farm-188|Farm-132|Farm-145|Farm-33|Farm-150})"
"Farm-149","84","step({I,Farm-21|Farm-123|Farm-147|Farm-49|Farm-193|Farm-149|Farm-48|Farm-129|Farm-68|Farm-146})"
"Farm-149","92","step({I,Farm-174|Farm-159|Farm-7|Farm-140|Farm-10|Farm-200|Farm-157|Farm-47|Farm-99|Farm-149})"
"Farm-150","15","step({I,Farm-4|Farm-47|Farm-153|Farm-189|Farm-150|Farm-68|Farm-98|Farm-68|Farm-36|Farm-35})"
"Farm-150","23","step({I,Farm-150|Farm-19|Farm-44|Farm-150|Farm-147|Farm-10|Farm-42|Farm-58|Farm-136|Farm-13})"
"Farm-150","67","step({I,Farm-20|Farm-171|Farm-80|Farm-47|Farm-118|Farm-150|Farm-122|Farm-116|Farm-35|Farm-138})"
"Farm-150","70","step({I,Farm-138|Farm-47|Farm-108|Farm-155|Farm-150|Farm-145|Farm-97|Farm-39|Farm-42|Farm-108})"
