"l","l'",Value
"Ahmedabad","Shangqiu","0.0113617"
"Nanjing","Shangqiu","0.113025"
"Changchun","Shangqiu","0.0360942"
"Tangshan","Shangqiu","0.0745729"
"Cangzhou","Shangqiu","0.101147"
"Dar-es-Salaam","Shangqiu","0.00540447"
"Hefei","Shangqiu","0.134068"
"Hong-Kong","Shangqiu","0.0355845"
"Shaoyang","Shangqiu","0.0530513"
"Zhanjiang","Shangqiu","0.0310928"
"Nantong","Shangqiu","0.0822328"
"Yancheng","Shangqiu","0.10424"
"Nanning","Shangqiu","0.0327966"
"Hengyang","Shangqiu","0.0533748"
"Zhumadian","Shangqiu","0.185123"
"Shenyang","Shangqiu","0.0448452"
"Xingtai","Shangqiu","0.138121"
"Xi'an","Shangqiu","0.0746787"
"Santiago","Shangqiu","0.00256769"
"Yantai","Shangqiu","0.0764096"
"Riyadh","Shangqiu","0.00748147"
"Luoyang","Shangqiu","0.144405"
"Kunming","Shangqiu","0.0298482"
"Shangrao","Shangqiu","0.066606"
"Hangzhou","Shangqiu","0.0736239"
"Bijie","Shangqiu","0.0380016"
"Quanzhou","Shangqiu","0.0436692"
"Miami","Shangqiu","0.00379811"
"Wuxi","Shangqiu","0.0852372"
"Huanggang","Shangqiu","0.100404"
"Maoming","Shangqiu","0.0324109"
"Nanchong","Shangqiu","0.0484414"
"Zunyi","Shangqiu","0.0428854"
"Qujing","Shangqiu","0.0320651"
"Baghdad","Shangqiu","0.00771621"
"Xinyang","Shangqiu","0.144994"
"Tokyo","Nantong","0.0271843"
"Jakarta","Nantong","0.0109875"
"Delhi","Nantong","0.0118213"
"Manila","Nantong","0.0252154"
"Sao-Paulo","Nantong","0.00269946"
"Seoul","Nantong","0.0565979"
"Mumbai","Nantong","0.00993423"
"Shanghai","Nantong","0.320382"
"Mexico-City","Nantong","0.00386572"
"Guangzhou","Nantong","0.0388206"
"Cairo","Nantong","0.00601103"
"Beijing","Nantong","0.0490984"
"New-York","Nantong","0.0042224"
"Kolkata","Nantong","0.0146403"
"Moscow","Nantong","0.00738846"
"Bangkok","Nantong","0.0169565"
"Dhaka","Nantong","0.0157581"
"Buenos-Aires","Nantong","0.00252956"
"Osaka","Nantong","0.0348105"
"Lagos","Nantong","0.00409942"
"Istanbul","Nantong","0.00629591"
"Karachi","Nantong","0.00938965"
"Kinshasa","Nantong","0.00424449"
"Shenzhen","Nantong","0.0385158"
"Bangalore","Nantong","0.0101386"
"Ho-Chi-Minh-City","Nantong","0.0177235"
"Tehran","Nantong","0.00788344"
"Los-Angeles","Nantong","0.00478477"
"Rio-de-Janeiro","Nantong","0.002747"
"Chengdu","Nantong","0.0302437"
"Baoding","Nantong","0.0521807"
"Chennai","Nantong","0.0106778"
"Lahore","Nantong","0.0113243"
"London","Nantong","0.00546667"
"Paris","Nantong","0.00542753"
"Tianjin","Nantong","0.0547544"
"Linyi","Nantong","0.107385"
"Shijiazhuang","Nantong","0.0532415"
"Zhengzhou","Nantong","0.0634513"
"Nanyang","Nantong","0.0593976"
"Hyderabad","Nantong","0.0108724"
"Wuhan","Nantong","0.0718499"
"Handan","Nantong","0.0601782"
"Nagoya","Nantong","0.0317379"
"Weifang","Nantong","0.0831502"
"Lima","Nantong","0.00290867"
"Zhoukou","Nantong","0.0755871"
"Luanda","Nantong","0.00408577"
"Ganzhou","Nantong","0.0528362"
"Tongshan","Nantong","0.104666"
"Kuala-Lumpur","Nantong","0.0130489"
"Chicago","Nantong","0.00440476"
"Heze","Nantong","0.0745263"
"Chongqing","Nantong","0.0345013"
"Hanoi","Nantong","0.0252955"
"Fuyang","Nantong","0.092993"
"Changsha","Nantong","0.0543619"
"Dongguan","Nantong","0.0394677"
"Jining","Nantong","0.0831413"
"Jinan","Nantong","0.0732998"
"Pune","Nantong","0.0100619"
"Foshan","Nantong","0.0382808"
"Bogota","Nantong","0.00318493"
"Ahmedabad","Nantong","0.0102516"
"Nanjing","Nantong","0.199944"
"Changchun","Nantong","0.0350264"
"Tangshan","Nantong","0.0534987"
"Cangzhou","Nantong","0.0593184"
"Dar-es-Salaam","Nantong","0.00516883"
"Hefei","Nantong","0.128004"
"Hong-Kong","Nantong","0.0380749"
"Shaoyang","Nantong","0.0454074"
"Zhanjiang","Nantong","0.030541"
"Shangqiu","Nantong","0.0822328"
"Yancheng","Nantong","0.225248"
"Nanning","Nantong","0.0302377"
"Hengyang","Nantong","0.0484336"
"Zhumadian","Nantong","0.071127"
"Shenyang","Nantong","0.0429191"
"Xingtai","Nantong","0.0578189"
"Xi'an","Nantong","0.0418738"
"Santiago","Nantong","0.00263539"
"Yantai","Nantong","0.0765327"
"Riyadh","Nantong","0.00692726"
"Luoyang","Nantong","0.0561559"
"Kunming","Nantong","0.0252099"
"Shangrao","Nantong","0.0936937"
"Hangzhou","Nantong","0.196457"
"Bijie","Nantong","0.0304289"
"Quanzhou","Nantong","0.0576346"
"Miami","Nantong","0.00376989"
"Wuxi","Nantong","0.404871"
"Huanggang","Nantong","0.0773385"
"Maoming","Nantong","0.03198"
"Nanchong","Nantong","0.0342304"
"Zunyi","Nantong","0.0338744"
"Qujing","Nantong","0.0268593"
"Baghdad","Nantong","0.00710817"
"Xinyang","Nantong","0.0721674"
"Tokyo","Yancheng","0.0268267"
"Jakarta","Yancheng","0.0107023"
"Delhi","Yancheng","0.0120649"
"Manila","Yancheng","0.023348"
"Sao-Paulo","Yancheng","0.00272131"
"Seoul","Yancheng","0.0606605"
"Mumbai","Yancheng","0.0100435"
"Shanghai","Yancheng","0.152668"
"Mexico-City","Yancheng","0.00388671"
"Guangzhou","Yancheng","0.0363822"
"Cairo","Yancheng","0.00610754"
"Beijing","Yancheng","0.0590737"
"New-York","Yancheng","0.00427291"
"Kolkata","Yancheng","0.0148053"
"Moscow","Yancheng","0.00757336"
"Bangkok","Yancheng","0.016669"
"Dhaka","Yancheng","0.015956"
"Buenos-Aires","Yancheng","0.00251591"
"Osaka","Yancheng","0.0340572"
"Lagos","Yancheng","0.00414083"
"Istanbul","Yancheng","0.0064174"
"Karachi","Yancheng","0.00953941"
"Kinshasa","Yancheng","0.00427456"
"Shenzhen","Yancheng","0.0358104"
"Bangalore","Yancheng","0.0101863"
"Ho-Chi-Minh-City","Yancheng","0.0171634"
"Tehran","Yancheng","0.00804556"
"Los-Angeles","Yancheng","0.00481257"
"Rio-de-Janeiro","Yancheng","0.00276824"
"Chengdu","Yancheng","0.0313774"
"Baoding","Yancheng","0.0634649"
"Chennai","Yancheng","0.0107166"
"Lahore","Yancheng","0.0115856"
"London","Yancheng","0.00557022"
"Paris","Yancheng","0.0055286"
"Tianjin","Yancheng","0.0674425"
"Linyi","Yancheng","0.167814"
"Shijiazhuang","Yancheng","0.0645714"
"Zhengzhou","Yancheng","0.0752019"
"Nanyang","Yancheng","0.0658931"
"Hyderabad","Yancheng","0.0109615"
"Wuhan","Yancheng","0.0731704"
"Handan","Yancheng","0.0739439"
"Nagoya","Yancheng","0.0311733"
"Weifang","Yancheng","0.115929"
"Lima","Yancheng","0.00292047"
"Zhoukou","Yancheng","0.0893202"
"Luanda","Yancheng","0.00411107"
"Ganzhou","Yancheng","0.0485664"
"Tongshan","Yancheng","0.147548"
"Kuala-Lumpur","Yancheng","0.0127538"
"Chicago","Yancheng","0.00445227"
"Heze","Yancheng","0.0947586"
"Chongqing","Yancheng","0.0354632"
"Hanoi","Yancheng","0.0247762"
"Fuyang","Yancheng","0.109461"
"Changsha","Yancheng","0.0529123"
"Dongguan","Yancheng","0.0367995"
"Jining","Yancheng","0.112093"
"Jinan","Yancheng","0.0973996"
"Pune","Yancheng","0.0101662"
"Foshan","Yancheng","0.0359297"
"Bogota","Yancheng","0.00320877"
"Ahmedabad","Yancheng","0.0104"
"Nanjing","Yancheng","0.202704"
"Changchun","Yancheng","0.0385297"
"Tangshan","Yancheng","0.0653519"
"Cangzhou","Yancheng","0.0745008"
"Dar-es-Salaam","Yancheng","0.00519073"
"Hefei","Yancheng","0.136348"
"Hong-Kong","Yancheng","0.0353651"
"Shaoyang","Yancheng","0.044411"
"Zhanjiang","Yancheng","0.0292317"
"Shangqiu","Yancheng","0.10424"
"Nantong","Yancheng","0.225248"
"Nanning","Yancheng","0.0294344"
"Hengyang","Yancheng","0.046581"
"Zhumadian","Yancheng","0.0806112"
"Shenyang","Yancheng","0.0485955"
"Xingtai","Yancheng","0.0708009"
"Xi'an","Yancheng","0.045802"
"Santiago","Yancheng","0.00262286"
"Yantai","Yancheng","0.0985959"
"Riyadh","Yancheng","0.00703035"
"Luoyang","Yancheng","0.0645941"
"Kunming","Yancheng","0.02531"
"Shangrao","Yancheng","0.0783449"
"Hangzhou","Yancheng","0.125136"
"Bijie","Yancheng","0.0307613"
"Quanzhou","Yancheng","0.0497628"
"Miami","Yancheng","0.00380452"
"Wuxi","Yancheng","0.197142"
"Huanggang","Yancheng","0.0775915"
"Maoming","Yancheng","0.0305236"
"Nanchong","Yancheng","0.0356144"
"Zunyi","Yancheng","0.0342022"
"Qujing","Yancheng","0.0269586"
"Baghdad","Yancheng","0.00723929"
"Xinyang","Yancheng","0.0788113"
"Tokyo","Nanning","0.0147025"
"Jakarta","Nanning","0.0152329"
"Delhi","Nanning","0.0155163"
"Manila","Nanning","0.0300171"
"Sao-Paulo","Nanning","0.00285609"
"Seoul","Nanning","0.0202282"
"Mumbai","Nanning","0.0133516"
"Shanghai","Nanning","0.030345"
"Mexico-City","Nanning","0.00344789"
"Guangzhou","Nanning","0.0897203"
"Cairo","Nanning","0.00655725"
"Beijing","Nanning","0.0238445"
"New-York","Nanning","0.00384648"
"Kolkata","Nanning","0.0238629"
"Moscow","Nanning","0.00737459"
"Bangkok","Nanning","0.0370066"
"Dhaka","Nanning","0.0265658"
"Buenos-Aires","Nanning","0.00274349"
"Osaka","Nanning","0.0166893"
"Lagos","Nanning","0.00442888"
"Istanbul","Nanning","0.0066193"
"Karachi","Nanning","0.0117888"
"Kinshasa","Nanning","0.00473878"
"Shenzhen","Nanning","0.0781709"
"Bangalore","Nanning","0.0144027"
"Ho-Chi-Minh-City","Nanning","0.0358035"
"Tehran","Nanning","0.00881304"
"Los-Angeles","Nanning","0.00415404"
"Rio-de-Janeiro","Nanning","0.00291531"
"Chengdu","Nanning","0.0490944"
"Baoding","Nanning","0.0255166"
"Chennai","Nanning","0.015623"
"Lahore","Nanning","0.014157"
"London","Nanning","0.00538909"
"Paris","Nanning","0.00540114"
"Tianjin","Nanning","0.0243785"
"Linyi","Nanning","0.0290268"
"Shijiazhuang","Nanning","0.0271348"
"Zhengzhou","Nanning","0.0339096"
"Nanyang","Nanning","0.039843"
"Hyderabad","Nanning","0.0155332"
"Wuhan","Nanning","0.0455607"
"Handan","Nanning","0.0295086"
"Nagoya","Nanning","0.0159425"
"Weifang","Nanning","0.0261752"
"Lima","Nanning","0.00266791"
"Zhoukou","Nanning","0.0356836"
"Luanda","Nanning","0.00456454"
"Ganzhou","Nanning","0.0625518"
"Tongshan","Nanning","0.0314923"
"Kuala-Lumpur","Nanning","0.0212705"
"Chicago","Nanning","0.00394032"
"Heze","Nanning","0.0313882"
"Chongqing","Nanning","0.0609884"
"Hanoi","Nanning","0.133713"
"Fuyang","Nanning","0.0359722"
"Changsha","Nanning","0.061817"
"Dongguan","Nanning","0.0823654"
"Jining","Nanning","0.0301077"
"Jinan","Nanning","0.0277704"
"Pune","Nanning","0.0136659"
"Foshan","Nanning","0.0923954"
"Bogota","Nanning","0.00294052"
"Ahmedabad","Nanning","0.0135117"
"Nanjing","Nanning","0.0332556"
"Changchun","Nanning","0.0174956"
"Tangshan","Nanning","0.0233887"
"Cangzhou","Nanning","0.0255961"
"Dar-es-Salaam","Nanning","0.00606881"
"Hefei","Nanning","0.0360017"
"Hong-Kong","Nanning","0.0763121"
"Shaoyang","Nanning","0.0786631"
"Zhanjiang","Nanning","0.15112"
"Shangqiu","Nanning","0.0327966"
"Nantong","Nanning","0.0302377"
"Yancheng","Nanning","0.0294344"
"Hengyang","Nanning","0.0740328"
"Zhumadian","Nanning","0.0381499"
"Shenyang","Nanning","0.0193387"
"Xingtai","Nanning","0.0287255"
"Xi'an","Nanning","0.0377593"
"Santiago","Nanning","0.00264847"
"Yantai","Nanning","0.0239223"
"Riyadh","Nanning","0.0079749"
"Luoyang","Nanning","0.0350702"
"Kunming","Nanning","0.0744811"
"Shangrao","Nanning","0.0416315"
"Hangzhou","Nanning","0.0335961"
"Bijie","Nanning","0.0788232"
"Quanzhou","Nanning","0.044653"
"Miami","Nanning","0.0034286"
"Wuxi","Nanning","0.0316426"
"Huanggang","Nanning","0.0446612"
"Maoming","Nanning","0.144014"
"Nanchong","Nanning","0.0518356"
"Zunyi","Nanning","0.0818682"
"Qujing","Nanning","0.0837791"
"Baghdad","Nanning","0.00789597"
"Xinyang","Nanning","0.0406596"
"Tokyo","Hengyang","0.0178517"
"Jakarta","Hengyang","0.0132158"
"Delhi","Hengyang","0.0141945"
"Manila","Hengyang","0.0299216"
"Sao-Paulo","Hengyang","0.00278638"
"Seoul","Hengyang","0.0270789"
"Mumbai","Hengyang","0.0119352"
"Shanghai","Hengyang","0.0483159"
"Mexico-City","Hengyang","0.00360178"
"Guangzhou","Hengyang","0.105388"
"Cairo","Hengyang","0.00638595"
"Beijing","Hengyang","0.0324931"
"New-York","Hengyang","0.00399384"
"Kolkata","Hengyang","0.0196933"
"Moscow","Hengyang","0.00747235"
"Bangkok","Hengyang","0.0253012"
"Dhaka","Hengyang","0.0216895"
"Buenos-Aires","Hengyang","0.00265249"
"Osaka","Hengyang","0.0208738"
"Lagos","Hengyang","0.00430874"
"Istanbul","Hengyang","0.00655127"
"Karachi","Hengyang","0.0108915"
"Kinshasa","Hengyang","0.00454721"
"Shenzhen","Hengyang","0.0897405"
"Bangalore","Hengyang","0.0124879"
"Ho-Chi-Minh-City","Hengyang","0.0257251"
"Tehran","Hengyang","0.00854444"
"Los-Angeles","Hengyang","0.00438129"
"Rio-de-Janeiro","Hengyang","0.00284307"
"Chengdu","Hengyang","0.0510391"
"Baoding","Hengyang","0.0355099"
"Chennai","Hengyang","0.013355"
"Lahore","Hengyang","0.0132338"
"London","Hengyang","0.00545596"
"Paris","Hengyang","0.00544829"
"Tianjin","Hengyang","0.0338287"
"Linyi","Hengyang","0.045035"
"Shijiazhuang","Hengyang","0.0383942"
"Zhengzhou","Hengyang","0.0538133"
"Nanyang","Hengyang","0.0686321"
"Hyderabad","Hengyang","0.0134883"
"Wuhan","Hengyang","0.101496"
"Handan","Hengyang","0.0436661"
"Nagoya","Hengyang","0.0197181"
"Weifang","Hengyang","0.0383834"
"Lima","Hengyang","0.00275734"
"Zhoukou","Hengyang","0.0607013"
"Luanda","Hengyang","0.00437711"
"Ganzhou","Hengyang","0.160096"
"Tongshan","Hengyang","0.0510485"
"Kuala-Lumpur","Hengyang","0.0170417"
"Chicago","Hengyang","0.00411756"
"Heze","Hengyang","0.0492272"
"Chongqing","Hengyang","0.0699798"
"Hanoi","Hengyang","0.0501906"
"Fuyang","Hengyang","0.0636254"
"Changsha","Hengyang","0.250422"
"Dongguan","Hengyang","0.101257"
"Jining","Hengyang","0.046803"
"Jinan","Hengyang","0.0412278"
"Pune","Hengyang","0.0121542"
"Foshan","Hengyang","0.103469"
"Bogota","Hengyang","0.00303232"
"Ahmedabad","Hengyang","0.0122269"
"Nanjing","Hengyang","0.056939"
"Changchun","Hengyang","0.0221867"
"Tangshan","Hengyang","0.0321079"
"Cangzhou","Hengyang","0.0362523"
"Dar-es-Salaam","Hengyang","0.00570189"
"Hefei","Hengyang","0.0653295"
"Hong-Kong","Hengyang","0.0854271"
"Shaoyang","Hengyang","0.299927"
"Zhanjiang","Hengyang","0.0693091"
"Shangqiu","Hengyang","0.0533748"
"Nantong","Hengyang","0.0484336"
"Yancheng","Hengyang","0.046581"
"Nanning","Hengyang","0.0740328"
"Zhumadian","Hengyang","0.0675513"
"Shenyang","Hengyang","0.025257"
"Xingtai","Hengyang","0.0418539"
"Xi'an","Hengyang","0.0530776"
"Santiago","Hengyang","0.0025944"
"Yantai","Hengyang","0.0339246"
"Riyadh","Hengyang","0.00760593"
"Luoyang","Hengyang","0.0547513"
"Kunming","Hengyang","0.047232"
"Shangrao","Hengyang","0.0824152"
"Hangzhou","Hengyang","0.0569038"
"Bijie","Hengyang","0.064612"
"Quanzhou","Hengyang","0.0725411"
"Miami","Hengyang","0.00355898"
"Wuxi","Hengyang","0.0521237"
"Huanggang","Hengyang","0.0992419"
"Maoming","Hengyang","0.0762043"
"Nanchong","Hengyang","0.0611371"
"Zunyi","Hengyang","0.0812207"
"Qujing","Hengyang","0.0532199"
"Baghdad","Hengyang","0.00765611"
"Xinyang","Hengyang","0.0770543"
"Tokyo","Zhumadian","0.0206051"
"Jakarta","Zhumadian","0.011177"
"Delhi","Zhumadian","0.0139685"
"Manila","Zhumadian","0.022614"
"Sao-Paulo","Zhumadian","0.00279244"
"Seoul","Zhumadian","0.0375633"
"Mumbai","Zhumadian","0.0113396"
"Shanghai","Zhumadian","0.0641602"
"Mexico-City","Zhumadian","0.00377194"
"Guangzhou","Zhumadian","0.0435665"
"Cairo","Zhumadian","0.00650511"
"Beijing","Zhumadian","0.0588889"
"New-York","Zhumadian","0.0042256"
"Kolkata","Zhumadian","0.0177489"
"Moscow","Zhumadian","0.00798229"
"Bangkok","Zhumadian","0.0193176"
"Dhaka","Zhumadian","0.0194323"
"Buenos-Aires","Zhumadian","0.00258521"
"Osaka","Zhumadian","0.0245705"
"Lagos","Zhumadian","0.00432811"
"Istanbul","Zhumadian","0.00679834"
"Karachi","Zhumadian","0.0106933"
"Kinshasa","Zhumadian","0.00449167"
"Shenzhen","Zhumadian","0.0412836"
"Bangalore","Zhumadian","0.0114721"
"Ho-Chi-Minh-City","Zhumadian","0.0190306"
"Tehran","Zhumadian","0.00876148"
"Los-Angeles","Zhumadian","0.00462437"
"Rio-de-Janeiro","Zhumadian","0.00284564"
"Chengdu","Zhumadian","0.0487597"
"Baoding","Zhumadian","0.0696439"
"Chennai","Zhumadian","0.0121301"
"Lahore","Zhumadian","0.0132895"
"London","Zhumadian","0.00575103"
"Paris","Zhumadian","0.00572393"
"Tianjin","Zhumadian","0.0630482"
"Linyi","Zhumadian","0.0979733"
"Shijiazhuang","Zhumadian","0.081316"
"Zhengzhou","Zhumadian","0.200093"
"Nanyang","Zhumadian","0.263771"
"Hyderabad","Zhumadian","0.0124989"
"Wuhan","Zhumadian","0.157766"
"Handan","Zhumadian","0.10957"
"Nagoya","Zhumadian","0.0230494"
"Weifang","Zhumadian","0.0743842"
"Lima","Zhumadian","0.00286028"
"Zhoukou","Zhumadian","0.352036"
"Luanda","Zhumadian","0.00431259"
"Ganzhou","Zhumadian","0.058846"
"Tongshan","Zhumadian","0.133124"
"Kuala-Lumpur","Zhumadian","0.0138637"
"Chicago","Zhumadian","0.00436488"
"Heze","Zhumadian","0.150438"
"Chongqing","Zhumadian","0.0581694"
"Hanoi","Zhumadian","0.0311437"
"Fuyang","Zhumadian","0.231197"
"Changsha","Zhumadian","0.0846245"
"Dongguan","Zhumadian","0.0433098"
"Jining","Zhumadian","0.122959"
"Jinan","Zhumadian","0.0924111"
"Pune","Zhumadian","0.0114933"
"Foshan","Zhumadian","0.0431094"
"Bogota","Zhumadian","0.00316476"
"Ahmedabad","Zhumadian","0.0117989"
"Nanjing","Zhumadian","0.098748"
"Changchun","Zhumadian","0.0311846"
"Tangshan","Zhumadian","0.0569747"
"Cangzhou","Zhumadian","0.071977"
"Dar-es-Salaam","Zhumadian","0.00551417"
"Hefei","Zhumadian","0.13169"
"Hong-Kong","Zhumadian","0.0404336"
"Shaoyang","Zhumadian","0.0681828"
"Zhanjiang","Zhumadian","0.0355155"
"Shangqiu","Zhumadian","0.185123"
"Nantong","Zhumadian","0.071127"
"Yancheng","Zhumadian","0.0806112"
"Nanning","Zhumadian","0.0381499"
"Hengyang","Zhumadian","0.0675513"
"Shenyang","Zhumadian","0.037481"
"Xingtai","Zhumadian","0.098722"
"Xi'an","Zhumadian","0.0916283"
"Santiago","Zhumadian","0.00254771"
"Yantai","Zhumadian","0.0574029"
"Riyadh","Zhumadian","0.00761539"
"Luoyang","Zhumadian","0.173387"
"Kunming","Zhumadian","0.0342704"
"Shangrao","Zhumadian","0.0736152"
"Hangzhou","Zhumadian","0.0708446"
"Bijie","Zhumadian","0.0454457"
"Quanzhou","Zhumadian","0.047615"
"Miami","Zhumadian","0.0037426"
"Wuxi","Zhumadian","0.0758955"
"Huanggang","Zhumadian","0.146076"
"Maoming","Zhumadian","0.0371769"
"Nanchong","Zhumadian","0.059654"
"Zunyi","Zhumadian","0.0527541"
"Qujing","Zhumadian","0.0372525"
"Baghdad","Zhumadian","0.00781549"
"Xinyang","Zhumadian","0.345549"
"Tokyo","Shenyang","0.0308791"
"Jakarta","Shenyang","0.0088514"
"Delhi","Shenyang","0.0112753"
"Manila","Shenyang","0.0162124"
"Sao-Paulo","Shenyang","0.0028033"
"Seoul","Shenyang","0.081731"
"Mumbai","Shenyang","0.00922792"
"Shanghai","Shenyang","0.0401412"
"Mexico-City","Shenyang","0.00417637"
"Guangzhou","Shenyang","0.0214494"
"Cairo","Shenyang","0.00620686"
"Beijing","Shenyang","0.0738866"
"New-York","Shenyang","0.00466126"
"Kolkata","Shenyang","0.0126894"
"Moscow","Shenyang","0.00819352"
"Bangkok","Shenyang","0.0129134"
"Dhaka","Shenyang","0.0135146"
"Buenos-Aires","Shenyang","0.00259758"
"Osaka","Shenyang","0.0368024"
"Lagos","Shenyang","0.00417695"
"Istanbul","Shenyang","0.00668439"
"Karachi","Shenyang","0.00906978"
"Kinshasa","Shenyang","0.00421052"
"Shenzhen","Shenyang","0.0211552"
"Bangalore","Shenyang","0.00908982"
"Ho-Chi-Minh-City","Shenyang","0.0129386"
"Tehran","Shenyang","0.00813374"
"Los-Angeles","Shenyang","0.00524591"
"Rio-de-Janeiro","Shenyang","0.00283707"
"Chengdu","Shenyang","0.0229862"
"Baoding","Shenyang","0.0626782"
"Chennai","Shenyang","0.00945481"
"Lahore","Shenyang","0.0110875"
"London","Shenyang","0.00599022"
"Paris","Shenyang","0.00591341"
"Tianjin","Shenyang","0.0765469"
"Linyi","Shenyang","0.0543249"
"Shijiazhuang","Shenyang","0.0545122"
"Zhengzhou","Shenyang","0.0414246"
"Nanyang","Shenyang","0.035192"
"Hyderabad","Shenyang","0.00981195"
"Wuhan","Shenyang","0.0324551"
"Handan","Shenyang","0.0494314"
"Nagoya","Shenyang","0.0347484"
"Weifang","Shenyang","0.0687715"
"Lima","Shenyang","0.00308493"
"Zhoukou","Shenyang","0.040258"
"Luanda","Shenyang","0.00403846"
"Ganzhou","Shenyang","0.025134"
"Tongshan","Shenyang","0.0476006"
"Kuala-Lumpur","Shenyang","0.0102828"
"Chicago","Shenyang","0.00487603"
"Heze","Shenyang","0.0472723"
"Chongqing","Shenyang","0.0239182"
"Hanoi","Shenyang","0.0173153"
"Fuyang","Shenyang","0.0401124"
"Changsha","Shenyang","0.0272569"
"Dongguan","Shenyang","0.0215419"
"Jining","Shenyang","0.0511274"
"Jinan","Shenyang","0.0591095"
"Pune","Shenyang","0.00929553"
"Foshan","Shenyang","0.0213016"
"Bogota","Shenyang","0.0034228"
"Ahmedabad","Shenyang","0.00966863"
"Nanjing","Shenyang","0.0413063"
"Changchun","Shenyang","0.154185"
"Tangshan","Shenyang","0.0902168"
"Cangzhou","Shenyang","0.0683323"
"Dar-es-Salaam","Shenyang","0.00496075"
"Hefei","Shenyang","0.0389919"
"Hong-Kong","Shenyang","0.0209831"
"Shaoyang","Shenyang","0.0249951"
"Zhanjiang","Shenyang","0.0188981"
"Shangqiu","Shenyang","0.0448452"
"Nantong","Shenyang","0.0429191"
"Yancheng","Shenyang","0.0485955"
"Nanning","Shenyang","0.0193387"
"Hengyang","Shenyang","0.025257"
"Zhumadian","Shenyang","0.037481"
"Xingtai","Shenyang","0.0509639"
"Xi'an","Shenyang","0.0318437"
"Santiago","Shenyang","0.00270004"
"Yantai","Shenyang","0.0871909"
"Riyadh","Shenyang","0.00694483"
"Luoyang","Shenyang","0.0386093"
"Kunming","Shenyang","0.0184224"
"Shangrao","Shenyang","0.0309457"
"Hangzhou","Shenyang","0.0365648"
"Bijie","Shenyang","0.0212243"
"Quanzhou","Shenyang","0.0252494"
"Miami","Shenyang","0.00410976"
"Wuxi","Shenyang","0.0409143"
"Huanggang","Shenyang","0.0327676"
"Maoming","Shenyang","0.0194067"
"Nanchong","Shenyang","0.0247303"
"Zunyi","Shenyang","0.0225559"
"Qujing","Shenyang","0.0192068"
"Baghdad","Shenyang","0.00732037"
"Xinyang","Shenyang","0.0355101"
"Tokyo","Xingtai","0.021612"
"Jakarta","Xingtai","0.0101471"
"Delhi","Xingtai","0.013781"
"Manila","Xingtai","0.0190129"
"Sao-Paulo","Xingtai","0.00282198"
"Seoul","Xingtai","0.0432036"
"Mumbai","Xingtai","0.0109934"
"Shanghai","Xingtai","0.0516305"
"Mexico-City","Xingtai","0.00388731"
"Guangzhou","Xingtai","0.0311701"
"Cairo","Xingtai","0.00661997"
"Beijing","Xingtai","0.122677"
"New-York","Xingtai","0.00439512"
"Kolkata","Xingtai","0.0165318"
"Moscow","Xingtai","0.00839621"
"Bangkok","Xingtai","0.0167263"
"Dhaka","Xingtai","0.0179725"
"Buenos-Aires","Xingtai","0.00258192"
"Osaka","Xingtai","0.0255984"
"Lagos","Xingtai","0.00436536"
"Istanbul","Xingtai","0.00700622"
"Karachi","Xingtai","0.0105864"
"Kinshasa","Xingtai","0.00448022"
"Shenzhen","Xingtai","0.0300072"
"Bangalore","Xingtai","0.0109081"
"Ho-Chi-Minh-City","Xingtai","0.0162726"
"Tehran","Xingtai","0.0089466"
"Los-Angeles","Xingtai","0.00478742"
"Rio-de-Janeiro","Xingtai","0.00287164"
"Chengdu","Xingtai","0.0401534"
"Baoding","Xingtai","0.185909"
"Chennai","Xingtai","0.0114544"
"Lahore","Xingtai","0.0133015"
"London","Xingtai","0.00598879"
"Paris","Xingtai","0.00594742"
"Tianjin","Xingtai","0.130707"
"Linyi","Xingtai","0.10801"
"Shijiazhuang","Xingtai","0.31526"
"Zhengzhou","Xingtai","0.157307"
"Nanyang","Xingtai","0.0933375"
"Hyderabad","Xingtai","0.0119271"
"Wuhan","Xingtai","0.064884"
"Handan","Xingtai","0.497357"
"Nagoya","Xingtai","0.0240987"
"Weifang","Xingtai","0.107976"
"Lima","Xingtai","0.00293141"
"Zhoukou","Xingtai","0.115498"
"Luanda","Xingtai","0.00429439"
"Ganzhou","Xingtai","0.0384552"
"Tongshan","Xingtai","0.111984"
"Kuala-Lumpur","Xingtai","0.0123723"
"Chicago","Xingtai","0.00454237"
"Heze","Xingtai","0.184378"
"Chongqing","Xingtai","0.042894"
"Hanoi","Xingtai","0.0247649"
"Fuyang","Xingtai","0.0945309"
"Changsha","Xingtai","0.0478031"
"Dongguan","Xingtai","0.0310496"
"Jining","Xingtai","0.159431"
"Jinan","Xingtai","0.180195"
"Pune","Xingtai","0.0111095"
"Foshan","Xingtai","0.0309346"
"Bogota","Xingtai","0.00325804"
"Ahmedabad","Xingtai","0.0115395"
"Nanjing","Xingtai","0.0682973"
"Changchun","Xingtai","0.0405991"
"Tangshan","Xingtai","0.104085"
"Cangzhou","Xingtai","0.166746"
"Dar-es-Salaam","Xingtai","0.0054232"
"Hefei","Xingtai","0.0732117"
"Hong-Kong","Xingtai","0.0295619"
"Shaoyang","Xingtai","0.0424383"
"Zhanjiang","Xingtai","0.0269133"
"Shangqiu","Xingtai","0.138121"
"Nantong","Xingtai","0.0578189"
"Yancheng","Xingtai","0.0708009"
